Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,source
"Santa Cruz County, CA",US,2020-03-07 23:43:03,1.0,0.0,0.0,36.9741,-122.0308,03-07-2020.csv
"Santa Rosa County, FL",US,2020-03-05 20:03:03,1.0,0.0,0.0,30.769000000000002,-86.9824,03-07-2020.csv
"Sarasota, FL",US,2020-03-02 03:23:06,1.0,0.0,0.0,27.3364,-82.5307,03-07-2020.csv
"Sonoma County, CA",US,2020-03-02 20:53:02,1.0,0.0,0.0,38.578,-122.9888,03-07-2020.csv
"Tulsa County, OK",US,2020-03-07 04:43:02,1.0,0.0,0.0,36.1593,-95.941,03-07-2020.csv
"Umatilla, OR",US,2020-03-02 20:23:16,1.0,0.0,0.0,45.775,-118.7606,03-07-2020.csv
"Wake County, NC",US,2020-03-03 20:53:02,1.0,0.0,0.0,35.8032,-78.5661,03-07-2020.csv
"Washoe County, NV",US,2020-03-06 19:43:02,1.0,0.0,0.0,40.5608,-119.6035,03-07-2020.csv
"Wayne County, PA",US,2020-03-06 16:13:15,1.0,0.0,0.0,41.6739,-75.2479,03-07-2020.csv
"Williamson County, TN",US,2020-03-05 23:33:03,1.0,0.0,0.0,35.9179,-86.8622,03-07-2020.csv
"Yolo County, CA",US,2020-03-06 20:13:14,1.0,0.0,0.0,38.7646,-121.9018,03-07-2020.csv
,Ukraine,2020-03-03 15:33:02,1.0,0.0,0.0,48.3794,31.1656,03-07-2020.csv
,Vatican City,2020-03-06 15:43:02,1.0,0.0,0.0,41.9029,12.4534,03-07-2020.csv
From Diamond Princess,Australia,2020-02-29 02:03:10,0.0,0.0,0.0,35.4437,139.638,03-07-2020.csv
Northern Territory,Australia,2020-03-06 04:33:03,0.0,0.0,0.0,-12.4634,130.8456,03-07-2020.csv
"Lackland, TX (From Diamond Princess)",US,2020-02-24 23:33:02,0.0,0.0,0.0,29.3829,-98.6134,03-07-2020.csv
"Montgomery County, TX",US,2020-03-07 19:53:02,0.0,0.0,0.0,30.3213,-95.4778,03-07-2020.csv
"Omaha, NE (From Diamond Princess)",US,2020-02-24 23:33:02,0.0,0.0,0.0,41.2545,-95.9758,03-07-2020.csv
"Travis, CA (From Diamond Princess)",US,2020-02-24 23:33:02,0.0,0.0,0.0,38.2721,-121.9399,03-07-2020.csv
Hubei,Mainland China,2020-03-06 14:23:04,67592.0,2931.0,42033.0,30.9756,112.2707,03-06-2020.csv
,South Korea,2020-03-06 13:33:03,6593.0,42.0,135.0,36.0,128.0,03-06-2020.csv
,Iran,2020-03-06 12:23:04,4747.0,124.0,913.0,32.0,53.0,03-06-2020.csv
,Italy,2020-03-06 17:33:03,4636.0,197.0,523.0,43.0,12.0,03-06-2020.csv
Guangdong,Mainland China,2020-03-06 12:53:03,1352.0,7.0,1216.0,23.3417,113.4244,03-06-2020.csv
Henan,Mainland China,2020-03-06 12:43:03,1272.0,22.0,1244.0,33.882,113.61399999999999,03-06-2020.csv
Zhejiang,Mainland China,2020-03-06 10:23:03,1215.0,1.0,1147.0,29.1832,120.0934,03-06-2020.csv
Hunan,Mainland China,2020-03-06 11:03:10,1018.0,4.0,955.0,27.6104,111.7088,03-06-2020.csv
Anhui,Mainland China,2020-03-06 03:23:06,990.0,6.0,979.0,31.8257,117.2264,03-06-2020.csv
Jiangxi,Mainland China,2020-03-06 14:23:04,935.0,1.0,909.0,27.614,115.7221,03-06-2020.csv
Shandong,Mainland China,2020-03-06 11:03:10,758.0,6.0,618.0,36.3427,118.1498,03-06-2020.csv
Diamond Princess cruise ship,Others,2020-03-06 01:29:39,696.0,6.0,40.0,35.4437,139.638,03-06-2020.csv
,Germany,2020-03-06 17:53:03,670.0,0.0,17.0,51.0,9.0,03-06-2020.csv
,France,2020-03-06 20:13:13,653.0,9.0,12.0,47.0,2.0,03-06-2020.csv
Jiangsu,Mainland China,2020-03-06 10:23:03,631.0,0.0,594.0,32.9711,119.455,03-06-2020.csv
Chongqing,Mainland China,2020-03-06 11:03:10,576.0,6.0,513.0,30.0572,107.874,03-06-2020.csv
Sichuan,Mainland China,2020-03-06 12:53:03,539.0,3.0,442.0,30.6171,102.7103,03-06-2020.csv
Heilongjiang,Mainland China,2020-03-06 14:23:04,481.0,13.0,396.0,47.861999999999995,127.7615,03-06-2020.csv
Beijing,Mainland China,2020-03-06 12:53:03,422.0,8.0,299.0,40.1824,116.4142,03-06-2020.csv
,Japan,2020-03-06 20:13:13,420.0,6.0,46.0,36.0,138.0,03-06-2020.csv
,Spain,2020-03-06 20:13:13,400.0,5.0,2.0,40.0,-4.0,03-06-2020.csv
Shanghai,Mainland China,2020-03-06 06:03:13,342.0,3.0,306.0,31.201999999999998,121.4491,03-06-2020.csv
Hebei,Mainland China,2020-03-06 03:23:06,318.0,6.0,305.0,38.0428,114.5149,03-06-2020.csv
Fujian,Mainland China,2020-03-06 12:53:03,296.0,1.0,284.0,26.0789,117.9874,03-06-2020.csv
Guangxi,Mainland China,2020-03-06 00:33:02,252.0,2.0,217.0,23.8298,108.7881,03-06-2020.csv
Shaanxi,Mainland China,2020-03-06 10:23:03,245.0,1.0,226.0,35.1917,108.8701,03-06-2020.csv
,Switzerland,2020-03-06 15:23:19,214.0,1.0,3.0,46.8182,8.2275,03-06-2020.csv
Yunnan,Mainland China,2020-03-06 03:23:06,174.0,2.0,170.0,24.974,101.48700000000001,03-06-2020.csv
Hainan,Mainland China,2020-03-05 06:13:10,168.0,6.0,158.0,19.1959,109.7453,03-06-2020.csv
,UK,2020-03-06 15:33:03,163.0,2.0,8.0,55.0,-3.0,03-06-2020.csv
Guizhou,Mainland China,2020-03-02 01:13:06,146.0,2.0,114.0,26.8154,106.8748,03-06-2020.csv
Tianjin,Mainland China,2020-03-05 03:33:27,136.0,3.0,128.0,39.3054,117.323,03-06-2020.csv
Shanxi,Mainland China,2020-03-05 14:53:03,133.0,0.0,126.0,37.5777,112.2922,03-06-2020.csv
,Singapore,2020-03-06 13:03:12,130.0,0.0,78.0,1.2833,103.8333,03-06-2020.csv
,Netherlands,2020-03-06 13:23:06,128.0,1.0,0.0,52.1326,5.2913,03-06-2020.csv
Liaoning,Mainland China,2020-03-03 14:33:03,125.0,1.0,106.0,41.2956,122.6085,03-06-2020.csv
Gansu,Mainland China,2020-03-06 14:43:15,119.0,2.0,87.0,36.0611,103.8343,03-06-2020.csv
,Belgium,2020-03-06 12:33:03,109.0,0.0,1.0,50.8333,4.0,03-06-2020.csv
,Norway,2020-03-06 16:33:04,108.0,0.0,0.0,60.472,8.4689,03-06-2020.csv
Hong Kong,Hong Kong,2020-03-06 23:13:06,107.0,2.0,46.0,22.3,114.2,03-06-2020.csv
,Sweden,2020-03-06 13:03:12,101.0,0.0,0.0,63.0,16.0,03-06-2020.csv
Jilin,Mainland China,2020-03-06 10:23:03,93.0,1.0,90.0,43.6661,126.1923,03-06-2020.csv
,Malaysia,2020-03-06 12:33:03,83.0,0.0,22.0,2.5,112.5,03-06-2020.csv
Xinjiang,Mainland China,2020-03-06 05:53:03,76.0,3.0,71.0,41.1129,85.2401,03-06-2020.csv
Inner Mongolia,Mainland China,2020-03-05 23:53:01,75.0,1.0,65.0,44.0935,113.9448,03-06-2020.csv
Ningxia,Mainland China,2020-03-06 12:53:03,75.0,0.0,71.0,37.2692,106.1655,03-06-2020.csv
,Bahrain,2020-03-06 15:33:03,60.0,0.0,4.0,26.0275,50.55,03-06-2020.csv
,Kuwait,2020-03-05 13:43:04,58.0,0.0,0.0,29.5,47.75,03-06-2020.csv
"King County, WA",US,2020-03-06 23:13:07,58.0,12.0,1.0,47.548,-121.9836,03-06-2020.csv
,Austria,2020-03-06 16:33:04,55.0,0.0,0.0,47.5162,14.5501,03-06-2020.csv
,Thailand,2020-03-06 08:33:03,48.0,1.0,31.0,15.0,101.0,03-06-2020.csv
,Greece,2020-03-06 13:03:12,45.0,0.0,0.0,39.0742,21.8243,03-06-2020.csv
Taiwan,Taiwan,2020-03-06 12:43:03,45.0,1.0,12.0,23.7,121.0,03-06-2020.csv
Unassigned Location (From Diamond Princess),US,2020-03-02 19:53:03,45.0,0.0,0.0,35.4437,139.638,03-06-2020.csv
,Iceland,2020-03-06 15:33:03,43.0,0.0,0.0,64.9631,-19.0208,03-06-2020.csv
,Iraq,2020-03-06 13:23:06,40.0,3.0,0.0,33.0,44.0,03-06-2020.csv
,India,2020-03-06 13:03:12,31.0,0.0,3.0,21.0,78.0,03-06-2020.csv
,United Arab Emirates,2020-03-05 23:53:02,29.0,0.0,5.0,24.0,54.0,03-06-2020.csv
New South Wales,Australia,2020-03-06 04:53:02,26.0,1.0,4.0,-33.8688,151.2093,03-06-2020.csv
"Toronto, ON",Canada,2020-03-06 20:53:02,24.0,0.0,2.0,43.6532,-79.3832,03-06-2020.csv
,Denmark,2020-03-06 13:03:12,23.0,0.0,1.0,56.2639,9.5018,03-06-2020.csv
,Lebanon,2020-03-06 20:33:03,22.0,0.0,1.0,33.8547,35.8623,03-06-2020.csv
British Columbia,Canada,2020-03-06 04:43:03,21.0,0.0,3.0,49.2827,-123.1207,03-06-2020.csv
,Israel,2020-03-06 20:33:03,21.0,0.0,2.0,31.0,35.0,03-06-2020.csv
,San Marino,2020-03-05 13:53:03,21.0,1.0,0.0,43.9424,12.4578,03-06-2020.csv
"Santa Clara, CA",US,2020-03-05 22:53:03,20.0,0.0,1.0,37.3541,-121.9552,03-06-2020.csv
"Snohomish County, WA",US,2020-03-06 23:13:07,19.0,1.0,0.0,48.033,-121.8339,03-06-2020.csv
"Westchester County, NY",US,2020-03-06 15:43:03,19.0,0.0,0.0,41.122,-73.7949,03-06-2020.csv
,Czech Republic,2020-03-06 16:33:04,18.0,0.0,0.0,49.8175,15.472999999999999,03-06-2020.csv
,Ireland,2020-03-06 20:43:03,18.0,0.0,0.0,53.1424,-7.6921,03-06-2020.csv
Qinghai,Mainland China,2020-02-21 04:43:02,18.0,0.0,18.0,35.7452,95.9956,03-06-2020.csv
,Algeria,2020-03-06 01:29:39,17.0,0.0,0.0,28.0339,1.6596,03-06-2020.csv
,Oman,2020-03-05 17:53:02,16.0,0.0,2.0,21.0,57.0,03-06-2020.csv
,Palestine,2020-03-06 20:33:03,16.0,0.0,0.0,31.9522,35.2332,03-06-2020.csv
"New York County, NY",US,2020-03-06 19:13:40,16.0,0.0,0.0,40.7128,-74.006,03-06-2020.csv
,Vietnam,2020-02-25 08:53:02,16.0,0.0,16.0,16.0,108.0,03-06-2020.csv
,Egypt,2020-03-06 13:03:13,15.0,0.0,1.0,26.0,30.0,03-06-2020.csv
,Finland,2020-03-06 13:03:12,15.0,0.0,1.0,64.0,26.0,03-06-2020.csv
Queensland,Australia,2020-03-05 17:33:06,13.0,0.0,8.0,-28.0167,153.4,03-06-2020.csv
,Brazil,2020-03-06 20:33:03,13.0,0.0,0.0,-14.235,-51.9253,03-06-2020.csv
,Ecuador,2020-03-05 17:53:02,13.0,0.0,0.0,-1.8312,-78.1834,03-06-2020.csv
,Portugal,2020-03-06 20:33:03,13.0,0.0,0.0,39.3999,-8.2245,03-06-2020.csv
,Russia,2020-03-06 20:43:03,13.0,0.0,2.0,60.0,90.0,03-06-2020.csv
"Los Angeles, CA",US,2020-03-06 23:13:07,13.0,0.0,0.0,34.0522,-118.2437,03-06-2020.csv
,Croatia,2020-03-06 08:33:03,11.0,0.0,0.0,45.1667,15.5,03-06-2020.csv
Victoria,Australia,2020-03-05 18:33:03,10.0,0.0,7.0,-37.8136,144.9631,03-06-2020.csv
,Estonia,2020-03-06 13:03:13,10.0,0.0,0.0,58.5953,25.0136,03-06-2020.csv
Macau,Macau,2020-03-06 10:23:03,10.0,0.0,10.0,22.1667,113.55,03-06-2020.csv
,Romania,2020-03-06 16:43:04,9.0,0.0,1.0,46.0,25.0,03-06-2020.csv
,Qatar,2020-03-04 00:03:15,8.0,0.0,0.0,25.3548,51.1839,03-06-2020.csv
South Australia,Australia,2020-03-06 04:23:08,7.0,0.0,2.0,-34.9285,138.6007,03-06-2020.csv
,Slovenia,2020-03-06 15:33:03,7.0,0.0,0.0,46.1512,14.9955,03-06-2020.csv
,Azerbaijan,2020-03-05 13:53:03,6.0,0.0,0.0,40.1431,47.5769,03-06-2020.csv
,Belarus,2020-03-04 12:43:03,6.0,0.0,0.0,53.7098,27.9534,03-06-2020.csv
,Mexico,2020-03-06 16:43:04,6.0,0.0,1.0,23.0,-102.0,03-06-2020.csv
,Pakistan,2020-03-06 13:03:12,6.0,0.0,0.0,30.3753,69.3451,03-06-2020.csv
,Philippines,2020-03-06 07:03:05,5.0,1.0,1.0,13.0,122.0,03-06-2020.csv
,Poland,2020-03-06 16:43:04,5.0,0.0,0.0,51.9194,19.1451,03-06-2020.csv
,Saudi Arabia,2020-03-05 17:53:03,5.0,0.0,0.0,24.0,45.0,03-06-2020.csv
"Cook County, IL",US,2020-03-05 18:33:03,5.0,0.0,2.0,41.7377,-87.6976,03-06-2020.csv
"Placer County, CA",US,2020-03-06 23:13:07,5.0,1.0,0.0,39.0916,-120.8039,03-06-2020.csv
"Unassigned Location, WA",US,2020-03-06 00:33:03,5.0,0.0,0.0,47.7511,-120.7401,03-06-2020.csv
,Chile,2020-03-05 18:13:04,4.0,0.0,0.0,-35.6751,-71.543,03-06-2020.csv
,Georgia,2020-03-05 13:53:03,4.0,0.0,0.0,42.3154,43.3569,03-06-2020.csv
,Indonesia,2020-03-06 12:33:03,4.0,0.0,0.0,-0.7893,113.9213,03-06-2020.csv
,New Zealand,2020-03-06 01:29:39,4.0,0.0,0.0,-40.9006,174.886,03-06-2020.csv
,Senegal,2020-03-04 20:43:02,4.0,0.0,0.0,14.4974,-14.4524,03-06-2020.csv
Western Australia,Australia,2020-03-05 17:13:35,3.0,1.0,0.0,-31.9505,115.8605,03-06-2020.csv
,North Macedonia,2020-03-06 20:23:11,3.0,0.0,0.0,41.6086,21.7453,03-06-2020.csv
,Saint Barthelemy,2020-03-04 02:43:03,3.0,0.0,0.0,17.9,-62.8333,03-06-2020.csv
"Contra Costa County, CA",US,2020-03-06 19:43:02,3.0,0.0,0.0,37.8534,-121.9018,03-06-2020.csv
"Harris County, TX",US,2020-03-06 15:43:02,3.0,0.0,0.0,29.7752,-95.3103,03-06-2020.csv
"Montgomery County, MD",US,2020-03-06 04:03:17,3.0,0.0,0.0,39.1547,-77.2405,03-06-2020.csv
"Orange County, CA",US,2020-03-04 02:13:11,3.0,0.0,0.0,33.7879,-117.8531,03-06-2020.csv
"San Diego County, CA",US,2020-03-05 20:33:03,3.0,0.0,1.0,32.7157,-117.1611,03-06-2020.csv
"Suffolk County, MA",US,2020-03-06 18:33:03,3.0,0.0,1.0,42.3601,-71.0589,03-06-2020.csv
,Argentina,2020-03-06 01:29:39,2.0,0.0,0.0,-38.4161,-63.6167,03-06-2020.csv
,Bosnia and Herzegovina,2020-03-05 17:13:30,2.0,0.0,0.0,43.9159,17.6791,03-06-2020.csv
" Montreal, QC",Canada,2020-03-05 14:03:04,2.0,0.0,0.0,45.5017,-73.5673,03-06-2020.csv
,Dominican Republic,2020-03-06 15:33:03,2.0,0.0,0.0,18.7357,-70.1627,03-06-2020.csv
,Hungary,2020-03-05 17:13:27,2.0,0.0,0.0,47.1625,19.5033,03-06-2020.csv
,Luxembourg,2020-03-06 01:29:39,2.0,0.0,0.0,49.8144,6.1317,03-06-2020.csv
,Morocco,2020-03-05 13:53:03,2.0,0.0,0.0,31.7917,-7.0926,03-06-2020.csv
" Norfolk County, MA",US,2020-03-06 18:33:03,2.0,0.0,0.0,42.1767,-71.1449,03-06-2020.csv
"Bergen County, NJ",US,2020-03-05 21:03:12,2.0,0.0,0.0,40.9263,-74.077,03-06-2020.csv
"Denver County, CO",US,2020-03-06 23:33:02,2.0,0.0,0.0,39.7392,-104.9903,03-06-2020.csv
"Fulton County, GA",US,2020-03-03 03:33:02,2.0,0.0,0.0,33.8034,-84.3963,03-06-2020.csv
"Grafton County, NH",US,2020-03-03 23:33:03,2.0,0.0,0.0,43.9088,-71.82600000000001,03-06-2020.csv
"Hillsborough, FL",US,2020-03-03 18:33:02,2.0,0.0,0.0,27.9904,-82.3018,03-06-2020.csv
"Maricopa County, AZ",US,2020-03-06 18:33:03,2.0,0.0,0.0,33.2918,-112.4291,03-06-2020.csv
"Providence, RI",US,2020-03-02 03:43:02,2.0,0.0,0.0,41.824,-71.4128,03-06-2020.csv
"Sacramento County, CA",US,2020-02-27 20:33:02,2.0,0.0,0.0,38.4747,-121.3542,03-06-2020.csv
"San Benito, CA",US,2020-02-03 03:53:02,2.0,0.0,0.0,36.5761,-120.9876,03-06-2020.csv
"San Francisco County, CA",US,2020-03-05 20:33:03,2.0,0.0,0.0,37.7749,-122.4194,03-06-2020.csv
"San Mateo, CA",US,2020-03-03 00:43:02,2.0,0.0,0.0,37.563,-122.3255,03-06-2020.csv
"Summit County, CO",US,2020-03-06 01:29:39,2.0,0.0,0.0,39.5912,-106.064,03-06-2020.csv
"Washington County, OR",US,2020-03-03 03:03:02,2.0,0.0,0.0,45.547,-123.1386,03-06-2020.csv
,Afghanistan,2020-02-24 23:33:02,1.0,0.0,0.0,33.0,65.0,03-06-2020.csv
,Andorra,2020-03-02 20:23:16,1.0,0.0,0.0,42.5063,1.5218,03-06-2020.csv
,Armenia,2020-03-01 19:53:02,1.0,0.0,0.0,40.0691,45.0382,03-06-2020.csv
Tasmania,Australia,2020-03-02 20:53:02,1.0,0.0,0.0,-41.4545,145.9707,03-06-2020.csv
,Bhutan,2020-03-06 15:43:02,1.0,0.0,0.0,27.5142,90.4336,03-06-2020.csv
,Cambodia,2020-02-12 07:43:02,1.0,0.0,1.0,11.55,104.9167,03-06-2020.csv
,Cameroon,2020-03-06 15:43:02,1.0,0.0,0.0,3.8480000000000003,11.5021,03-06-2020.csv
"Calgary, Alberta",Canada,2020-03-06 13:13:34,1.0,0.0,0.0,51.0447,-114.0719,03-06-2020.csv
"London, ON",Canada,2020-02-12 18:53:03,1.0,0.0,1.0,42.9849,-81.2453,03-06-2020.csv
,Colombia,2020-03-06 20:43:03,1.0,0.0,0.0,4.5709,-74.2973,03-06-2020.csv
,Costa Rica,2020-03-06 01:29:39,1.0,0.0,0.0,9.7489,-83.7534,03-06-2020.csv
,Faroe Islands,2020-03-04 12:53:03,1.0,0.0,0.0,61.8926,-6.9118,03-06-2020.csv
,Gibraltar,2020-03-04 13:03:13,1.0,0.0,0.0,36.1408,-5.3536,03-06-2020.csv
,Jordan,2020-03-03 15:33:02,1.0,0.0,0.0,31.24,36.51,03-06-2020.csv
,Latvia,2020-03-04 01:33:07,1.0,0.0,0.0,56.8796,24.6032,03-06-2020.csv
,Liechtenstein,2020-03-04 01:33:07,1.0,0.0,0.0,47.14,9.55,03-06-2020.csv
,Lithuania,2020-02-28 16:23:03,1.0,0.0,0.0,55.1694,23.8813,03-06-2020.csv
Tibet,Mainland China,2020-02-12 06:43:02,1.0,0.0,1.0,31.6927,88.0924,03-06-2020.csv
,Monaco,2020-02-29 00:33:01,1.0,0.0,0.0,43.7333,7.4167,03-06-2020.csv
,Nepal,2020-02-12 14:43:03,1.0,0.0,1.0,28.1667,84.25,03-06-2020.csv
,Nigeria,2020-02-28 16:23:03,1.0,0.0,0.0,9.082,8.6753,03-06-2020.csv
,Peru,2020-03-06 15:43:02,1.0,0.0,0.0,-9.19,-75.0152,03-06-2020.csv
,Serbia,2020-03-06 15:43:02,1.0,0.0,0.0,44.0165,21.0059,03-06-2020.csv
,Slovakia,2020-03-06 13:03:14,1.0,0.0,0.0,48.669,19.699,03-06-2020.csv
,South Africa,2020-03-06 15:43:02,1.0,0.0,0.0,-30.5595,22.9375,03-06-2020.csv
,Sri Lanka,2020-02-08 03:43:03,1.0,0.0,1.0,7.0,81.0,03-06-2020.csv
,Togo,2020-03-06 15:33:03,1.0,0.0,0.0,8.6195,0.8248,03-06-2020.csv
,Tunisia,2020-03-04 01:33:07,1.0,0.0,0.0,34.0,9.0,03-06-2020.csv
"Berkeley, CA",US,2020-03-03 23:53:03,1.0,0.0,0.0,37.8715,-122.273,03-06-2020.csv
"Chatham County, NC",US,2020-03-06 16:13:15,1.0,0.0,0.0,35.7211,-79.1781,03-06-2020.csv
"Clark County, NV",US,2020-03-05 20:53:03,1.0,0.0,0.0,36.0796,-115.094,03-06-2020.csv
"Delaware County, PA",US,2020-03-06 15:33:03,1.0,0.0,0.0,39.9078,-75.3879,03-06-2020.csv
"Douglas County, NE",US,2020-03-06 23:33:02,1.0,0.0,0.0,41.3148,-96.1951,03-06-2020.csv
"Fayette County, KY",US,2020-03-06 23:23:03,1.0,0.0,0.0,38.0606,-84.4803,03-06-2020.csv
"Floyd County, GA",US,2020-03-06 17:53:03,1.0,0.0,0.0,34.2829,-85.2308,03-06-2020.csv
"Fort Bend County, TX",US,2020-03-05 01:16:59,1.0,0.0,0.0,29.5693,-95.8143,03-06-2020.csv
"Grant County, WA",US,2020-03-05 20:23:07,1.0,0.0,0.0,47.1981,-119.3732,03-06-2020.csv
"Humboldt County, CA",US,2020-02-21 05:13:09,1.0,0.0,0.0,40.745,-123.8695,03-06-2020.csv
"Madison, WI",US,2020-03-03 15:53:03,1.0,0.0,1.0,43.0731,-89.4012,03-06-2020.csv
"Marion County, IN",US,2020-03-06 17:13:12,1.0,0.0,0.0,39.8362,-86.1752,03-06-2020.csv
"Middlesex County, MA",US,2020-03-06 01:29:39,1.0,0.0,0.0,42.4672,-71.2874,03-06-2020.csv
"Nassau County, NY",US,2020-03-06 14:43:15,1.0,0.0,0.0,40.6546,-73.5594,03-06-2020.csv
"Norwell County, MA",US,2020-03-06 02:33:03,1.0,0.0,0.0,42.1615,-70.7928,03-06-2020.csv
"Ramsey County, MN",US,2020-03-06 23:23:03,1.0,0.0,0.0,44.9964,-93.0616,03-06-2020.csv
"San Antonio, TX",US,2020-02-13 18:53:02,1.0,0.0,0.0,29.4241,-98.4936,03-06-2020.csv
"Santa Rosa County, FL",US,2020-03-05 20:03:03,1.0,0.0,0.0,30.769000000000002,-86.9824,03-06-2020.csv
"Sarasota, FL",US,2020-03-02 03:23:06,1.0,0.0,0.0,27.3364,-82.5307,03-06-2020.csv
"Sonoma County, CA",US,2020-03-02 20:53:02,1.0,0.0,0.0,38.578,-122.9888,03-06-2020.csv
"Tempe, AZ",US,2020-02-25 21:23:03,1.0,0.0,1.0,33.4255,-111.94,03-06-2020.csv
"Umatilla, OR",US,2020-03-02 20:23:16,1.0,0.0,0.0,45.775,-118.7606,03-06-2020.csv
"Wake County, NC",US,2020-03-03 20:53:02,1.0,0.0,0.0,35.8032,-78.5661,03-06-2020.csv
"Washoe County, NV",US,2020-03-06 19:43:02,1.0,0.0,0.0,40.5608,-119.6035,03-06-2020.csv
"Wayne County, PA",US,2020-03-06 16:13:15,1.0,0.0,0.0,41.6739,-75.2479,03-06-2020.csv
"Williamson County, TN",US,2020-03-05 23:33:03,1.0,0.0,0.0,35.9179,-86.8622,03-06-2020.csv
"Yolo County, CA",US,2020-03-06 20:13:14,1.0,0.0,0.0,38.7646,-121.9018,03-06-2020.csv
,Ukraine,2020-03-03 15:33:02,1.0,0.0,0.0,48.3794,31.1656,03-06-2020.csv
,Vatican City,2020-03-06 15:43:02,1.0,0.0,0.0,41.9029,12.4534,03-06-2020.csv
From Diamond Princess,Australia,2020-02-29 02:03:10,0.0,0.0,0.0,35.4437,139.638,03-06-2020.csv
Northern Territory,Australia,2020-03-06 04:33:03,0.0,0.0,0.0,-12.4634,130.8456,03-06-2020.csv
"Lackland, TX (From Diamond Princess)",US,2020-02-24 23:33:02,0.0,0.0,0.0,29.3829,-98.6134,03-06-2020.csv
"Omaha, NE (From Diamond Princess)",US,2020-02-24 23:33:02,0.0,0.0,0.0,41.2545,-95.9758,03-06-2020.csv
"Travis, CA (From Diamond Princess)",US,2020-02-24 23:33:02,0.0,0.0,0.0,38.2721,-121.9399,03-06-2020.csv
Hubei,Mainland China,2020-02-05 23:13:12,19665.0,549.0,633.0,30.9756,112.2707,02-05-2020.csv
Guangdong,Mainland China,2020-02-05 13:23:04,895.0,0.0,49.0,23.3417,113.4244,02-05-2020.csv
Zhejiang,Mainland China,2020-02-05 15:13:02,895.0,0.0,78.0,29.1832,120.0934,02-05-2020.csv
Henan,Mainland China,2020-02-05 15:03:02,764.0,2.0,47.0,33.882,113.614,02-05-2020.csv
Hunan,Mainland China,2020-02-05 15:23:02,661.0,0.0,54.0,27.6104,111.7088,02-05-2020.csv
Jiangxi,Mainland China,2020-02-05 01:33:07,548.0,0.0,27.0,27.614,115.7221,02-05-2020.csv
Anhui,Mainland China,2020-02-05 13:43:02,530.0,0.0,23.0,31.8257,117.2264,02-05-2020.csv
Chongqing,Mainland China,2020-02-05 23:43:02,389.0,2.0,15.0,30.0572,107.874,02-05-2020.csv
Jiangsu,Mainland China,2020-02-05 12:43:02,341.0,0.0,23.0,32.9711,119.455,02-05-2020.csv
Shandong,Mainland China,2020-02-05 10:13:13,307.0,0.0,15.0,36.3427,118.1498,02-05-2020.csv
Sichuan,Mainland China,2020-02-05 10:13:13,301.0,1.0,24.0,30.6171,102.7103,02-05-2020.csv
Beijing,Mainland China,2020-02-05 05:43:02,253.0,1.0,24.0,40.1824,116.4142,02-05-2020.csv
Shanghai,Mainland China,2020-02-05 06:23:04,243.0,1.0,15.0,31.202,121.4491,02-05-2020.csv
Fujian,Mainland China,2020-02-05 12:33:01,205.0,0.0,11.0,26.0789,117.9874,02-05-2020.csv
Heilongjiang,Mainland China,2020-02-05 12:13:04,190.0,2.0,7.0,47.862,127.7615,02-05-2020.csv
Shaanxi,Mainland China,2020-02-05 08:43:01,165.0,0.0,6.0,35.1917,108.8701,02-05-2020.csv
Guangxi,Mainland China,2020-02-05 12:03:08,150.0,0.0,13.0,23.8298,108.7881,02-05-2020.csv
Hebei,Mainland China,2020-02-05 11:23:18,135.0,1.0,6.0,38.0428,114.5149,02-05-2020.csv
Yunnan,Mainland China,2020-02-05 23:33:02,128.0,0.0,5.0,24.974,101.487,02-05-2020.csv
Hainan,Mainland China,2020-02-05 16:43:04,99.0,1.0,5.0,19.1959,109.7453,02-05-2020.csv
Liaoning,Mainland China,2020-02-05 15:23:02,89.0,0.0,4.0,41.2956,122.6085,02-05-2020.csv
Shanxi,Mainland China,2020-02-05 15:23:02,81.0,0.0,5.0,37.5777,112.2922,02-05-2020.csv
Tianjin,Mainland China,2020-02-05 03:43:02,69.0,1.0,2.0,39.3054,117.323,02-05-2020.csv
Guizhou,Mainland China,2020-02-05 12:33:02,64.0,1.0,9.0,26.8154,106.8748,02-05-2020.csv
Gansu,Mainland China,2020-02-05 16:23:06,62.0,0.0,6.0,36.0611,103.8343,02-05-2020.csv
Jilin,Mainland China,2020-02-05 11:03:16,54.0,0.0,2.0,43.6661,126.1923,02-05-2020.csv
Inner Mongolia,Mainland China,2020-02-05 08:53:02,42.0,0.0,3.0,44.0935,113.9448,02-05-2020.csv
Ningxia,Mainland China,2020-02-04 02:13:18,34.0,0.0,1.0,37.2692,106.1655,02-05-2020.csv
Xinjiang,Mainland China,2020-02-05 02:03:13,32.0,0.0,0.0,41.1129,85.2401,02-05-2020.csv
,Singapore,2020-02-05 16:33:03,28.0,0.0,0.0,1.2833,103.8333,02-05-2020.csv
,Thailand,2020-02-04 15:33:03,25.0,0.0,5.0,15.87,100.9925,02-05-2020.csv
,Japan,2020-02-04 16:43:03,22.0,0.0,1.0,36.0,138.0,02-05-2020.csv
Hong Kong,Hong Kong,2020-02-05 13:13:10,21.0,1.0,0.0,22.3,114.2,02-05-2020.csv
,South Korea,2020-02-05 15:33:01,19.0,0.0,0.0,36.0,128.0,02-05-2020.csv
